rpal_gene,primary_target,all_targets,target_count,best_hit,best_pident,best_qcov,best_evalue,best_bitscore,pass_threshold,reverse_supported,has_extra_copies
RPE_RS04315,,,0,ACXYSJ_04525,64.87,102.24,0.00e+00,605.0,no,no,no
RPE_RS04320,,,0,ACXYSJ_04530,61.05,99.75,5.21e-175,491.0,no,no,no
RPE_RS04325,,,0,,,,,,no,no,no
RPE_RS04330,ACXYSJ_04535,ACXYSJ_04535,1,ACXYSJ_04535,94.43,98.36,0.00e+00,989.0,yes,yes,no
RPE_RS04335,ACXYSJ_04540,ACXYSJ_04540,1,ACXYSJ_04540,86.60,97.98,1.45e-59,174.0,yes,yes,no
RPE_RS04340,ACXYSJ_04545,ACXYSJ_04545,1,ACXYSJ_04545,79.19,101.17,5.13e-88,252.0,yes,yes,no
RPE_RS04345,ACXYSJ_04550,ACXYSJ_04550,1,ACXYSJ_04550,70.13,98.01,6.53e-177,496.0,yes,yes,no
RPE_RS04350,ACXYSJ_04555,ACXYSJ_04555,1,ACXYSJ_04555,71.37,99.62,3.41e-128,361.0,yes,yes,no
RPE_RS04355,ACXYSJ_04560,ACXYSJ_04560,1,ACXYSJ_04560,69.45,103.00,1.24e-129,365.0,yes,yes,no
RPE_RS04360,,,0,,,,,,no,no,no
RPE_RS04365,,,0,,,,,,no,no,no
RPE_RS04370,,,0,ACXYSJ_04565,56.64,103.25,6.88e-57,181.0,no,no,no
RPE_RS04375,ACXYSJ_04570,ACXYSJ_04570,1,ACXYSJ_04570,69.29,99.29,1.76e-140,395.0,yes,yes,no
RPE_RS04380,ACXYSJ_04575,ACXYSJ_04575,1,ACXYSJ_04575,76.74,99.71,0.00e+00,525.0,yes,yes,no
RPE_RS04385,ACXYSJ_04580,ACXYSJ_04580,1,ACXYSJ_04580,87.39,99.69,0.00e+00,590.0,yes,yes,no
RPE_RS04390,ACXYSJ_04585,ACXYSJ_04585,1,ACXYSJ_04585,81.91,99.74,0.00e+00,625.0,yes,yes,no
RPE_RS04395,ACXYSJ_04590,ACXYSJ_04590,1,ACXYSJ_04590,75.40,95.75,6.88e-123,347.0,yes,yes,no
RPE_RS04400,,,0,ACXYSJ_04595,50.83,106.19,7.47e-68,206.0,no,no,no
RPE_RS04405,ACXYSJ_04600,ACXYSJ_04600,1,ACXYSJ_04600,76.95,98.72,1.04e-170,473.0,yes,yes,no
RPE_RS04410,,,0,,,,,,no,no,no
RPE_RS04415,ACXYSJ_04605,ACXYSJ_04605,1,ACXYSJ_04605,70.69,99.43,1.91e-76,223.0,yes,yes,no
RPE_RS04420,ACXYSJ_04610,ACXYSJ_04610,1,ACXYSJ_04610,78.35,95.52,0.00e+00,691.0,yes,yes,no
RPE_RS04425,ACXYSJ_04615,ACXYSJ_04615,1,ACXYSJ_04615,78.43,98.08,1.22e-141,395.0,yes,yes,no
RPE_RS04430,ACXYSJ_04620,ACXYSJ_04620,1,ACXYSJ_04620,71.25,98.77,4.35e-41,126.0,yes,yes,no
RPE_RS04435,ACXYSJ_04625,ACXYSJ_04625,1,ACXYSJ_04625,73.50,99.77,0.00e+00,649.0,yes,yes,no
RPE_RS04440,,,0,ACXYSJ_04630,63.09,98.53,2.54e-139,395.0,no,no,no
RPE_RS04445,ACXYSJ_04635,ACXYSJ_04635,1,ACXYSJ_04635,87.67,98.65,9.11e-46,138.0,yes,yes,no
RPE_RS04455,,,0,,,,,,no,no,no
RPE_RS04460,,,0,,,,,,no,no,no
RPE_RS04465,,,0,,,,,,no,no,no
RPE_RS04470,,,0,ACXYSJ_16615,63.17,100.27,2.40e-162,456.0,no,no,no
RPE_RS04475,ACXYSJ_22950,ACXYSJ_22950,1,ACXYSJ_22950,69.36,81.58,2.53e-27,91.7,yes,yes,no
RPE_RS04480,ACXYSJ_22945,ACXYSJ_22945,1,ACXYSJ_22945,80.29,97.20,0.00e+00,717.0,yes,yes,no
RPE_RS04485,,,0,ACXYSJ_22940,53.98,96.58,8.23e-39,123.0,no,no,no
RPE_RS04490,ACXYSJ_22935,ACXYSJ_22935,1,ACXYSJ_22935,80.99,99.30,1.53e-84,241.0,yes,yes,no
RPE_RS04495,ACXYSJ_22930,ACXYSJ_22930,1,ACXYSJ_22930,70.05,96.89,0.00e+00,790.0,yes,yes,no
RPE_RS04500,ACXYSJ_22925,ACXYSJ_22925,1,ACXYSJ_22925,83.21,99.64,7.87e-174,478.0,yes,yes,no
RPE_RS04505,,,0,ACXYSJ_14285,27.81,55.16,1.82e-10,58.9,no,no,no
RPE_RS04510,ACXYSJ_22920,ACXYSJ_22920,1,ACXYSJ_22920,78.38,99.78,0.00e+00,761.0,yes,yes,no
RPE_RS04515,ACXYSJ_22910,ACXYSJ_22910,1,ACXYSJ_22910,81.01,101.94,1.36e-179,495.0,yes,yes,no
RPE_RS04520,ACXYSJ_22880,ACXYSJ_22880,1,ACXYSJ_22880,70.63,100.00,0.00e+00,578.0,yes,yes,no
RPE_RS04525,ACXYSJ_22870,ACXYSJ_22870,1,ACXYSJ_22870,72.89,92.98,1.04e-124,351.0,yes,yes,no
RPE_RS04530,ACXYSJ_22865,ACXYSJ_22865,1,ACXYSJ_22865,72.05,99.48,0.00e+00,866.0,yes,yes,no
RPE_RS04535,,,0,ACXYSJ_22860,61.62,97.93,3.82e-117,335.0,no,no,no
RPE_RS04540,,,0,,,,,,no,no,no
RPE_RS04545,,,0,,,,,,no,no,no
RPE_RS04550,,,0,ACXYSJ_21770,64.08,94.35,3.54e-112,324.0,no,no,no
RPE_RS04555,,,0,ACXYSJ_21760,47.23,102.43,2.66e-180,523.0,no,no,no
RPE_RS04560,ACXYSJ_21750,ACXYSJ_21750,1,ACXYSJ_21750,87.33,100.47,0.00e+00,1830.0,yes,yes,no
RPE_RS04565,ACXYSJ_21745,ACXYSJ_21745,1,ACXYSJ_21745,68.34,86.91,4.42e-127,362.0,yes,yes,no
RPE_RS04570,ACXYSJ_21740,ACXYSJ_21740,1,ACXYSJ_21740,70.00,90.91,1.01e-92,268.0,yes,yes,no
RPE_RS04575,ACXYSJ_21735,ACXYSJ_21735,1,ACXYSJ_21735,67.49,107.52,0.00e+00,668.0,yes,yes,no
RPE_RS04580,ACXYSJ_21705,ACXYSJ_21705,1,ACXYSJ_21705,80.00,98.15,0.00e+00,821.0,yes,yes,no
RPE_RS04585,ACXYSJ_21700,ACXYSJ_21700,1,ACXYSJ_21700,83.61,80.26,1.04e-31,102.0,yes,yes,no
RPE_RS04590,ACXYSJ_21695,ACXYSJ_21695,1,ACXYSJ_21695,90.48,99.06,0.00e+00,597.0,yes,yes,no
RPE_RS04595,ACXYSJ_21690,ACXYSJ_21690,1,ACXYSJ_21690,87.50,99.78,0.00e+00,828.0,yes,yes,no
RPE_RS04600,ACXYSJ_21680,ACXYSJ_21680,1,ACXYSJ_21680,79.00,95.66,0.00e+00,677.0,yes,yes,no
RPE_RS04605,ACXYSJ_20220,ACXYSJ_20220,1,ACXYSJ_20220,71.62,102.50,0.00e+00,728.0,yes,yes,no
RPE_RS04610,ACXYSJ_20225,ACXYSJ_20225,1,ACXYSJ_20225,85.05,100.00,0.00e+00,776.0,yes,yes,no
RPE_RS04615,,,0,ACXYSJ_20230,62.08,103.04,0.00e+00,575.0,no,no,no
RPE_RS04620,ACXYSJ_20235,ACXYSJ_20235,1,ACXYSJ_20235,77.82,99.65,1.13e-167,463.0,yes,yes,no
RPE_RS04625,,,0,,,,,,no,no,no
RPE_RS04630,,,0,,,,,,no,no,no
RPE_RS04635,ACXYSJ_20240,ACXYSJ_20240,1,ACXYSJ_20240,90.84,99.24,1.43e-84,240.0,yes,yes,no
RPE_RS04640,ACXYSJ_20245,ACXYSJ_20245,1,ACXYSJ_20245,72.98,99.30,2.80e-154,429.0,yes,yes,no
RPE_RS04645,ACXYSJ_20250,ACXYSJ_20250,1,ACXYSJ_20250,97.14,98.59,2.15e-46,139.0,yes,yes,no
RPE_RS04650,,,0,ACXYSJ_20255,61.62,88.94,1.04e-82,241.0,no,no,no
RPE_RS04660,ACXYSJ_20265,ACXYSJ_20265,1,ACXYSJ_20265,84.54,100.49,4.78e-127,354.0,yes,yes,no
RPE_RS04665,ACXYSJ_20270,ACXYSJ_20270,1,ACXYSJ_20270,75.90,98.81,5.05e-45,137.0,yes,yes,no
RPE_RS04670,ACXYSJ_20275,ACXYSJ_20275,1,ACXYSJ_20275,80.00,89.74,1.44e-80,232.0,yes,yes,no
RPE_RS04675,ACXYSJ_20280,ACXYSJ_20280,1,ACXYSJ_20280,70.98,92.96,1.20e-158,444.0,yes,yes,no
RPE_RS04680,ACXYSJ_20295,ACXYSJ_20295,1,ACXYSJ_20295,80.77,98.38,6.57e-110,308.0,yes,yes,no
RPE_RS04685,,,0,ACXYSJ_20300,58.71,107.87,0.00e+00,769.0,no,no,no
RPE_RS04690,ACXYSJ_20305,ACXYSJ_20305,1,ACXYSJ_20305,81.08,99.33,4.49e-87,248.0,yes,yes,no
RPE_RS04695,,,0,ACXYSJ_04245,64.94,97.47,1.12e-56,172.0,no,no,no
RPE_RS04700,,,0,ACXYSJ_04150,67.08,79.31,2.20e-68,205.0,no,no,no
RPE_RS04705,ACXYSJ_21675,ACXYSJ_21675,1,ACXYSJ_21675,69.62,98.67,0.00e+00,521.0,yes,yes,no
RPE_RS04710,ACXYSJ_20215,ACXYSJ_20215,1,ACXYSJ_20215,83.58,98.53,2.80e-38,118.0,yes,yes,no
RPE_RS04715,,,0,ACXYSJ_20210,58.27,95.49,2.95e-49,151.0,no,no,no
RPE_RS04720,ACXYSJ_20205,ACXYSJ_20205,1,ACXYSJ_20205,85.15,99.85,0.00e+00,1141.0,yes,yes,no
RPE_RS04725,ACXYSJ_20200,ACXYSJ_20200,1,ACXYSJ_20200,78.85,100.00,0.00e+00,1417.0,yes,yes,no
RPE_RS04730,ACXYSJ_20195,ACXYSJ_20195,1,ACXYSJ_20195,83.65,99.68,0.00e+00,531.0,yes,yes,no
RPE_RS04735,ACXYSJ_20190,ACXYSJ_20190,1,ACXYSJ_20190,88.32,100.00,0.00e+00,596.0,yes,yes,no
RPE_RS04740,ACXYSJ_20185,ACXYSJ_20185,1,ACXYSJ_20185,77.83,100.50,4.30e-115,323.0,yes,yes,no
RPE_RS04745,ACXYSJ_20180,ACXYSJ_20180,1,ACXYSJ_20180,82.94,99.53,7.84e-131,364.0,yes,yes,no
RPE_RS04750,,,0,ACXYSJ_20175,62.07,98.86,6.61e-31,101.0,no,no,no
RPE_RS04755,ACXYSJ_20170,ACXYSJ_20170,1,ACXYSJ_20170,79.09,99.28,0.00e+00,615.0,yes,yes,no
RPE_RS04760,,,0,,,,,,no,no,no
RPE_RS04765,ACXYSJ_20165,ACXYSJ_20165,1,ACXYSJ_20165,74.29,99.53,8.95e-115,323.0,yes,yes,no
RPE_RS04770,ACXYSJ_20160,ACXYSJ_20160,1,ACXYSJ_20160,74.50,96.75,4.32e-85,243.0,yes,yes,no
RPE_RS04775,ACXYSJ_20155,ACXYSJ_20155,1,ACXYSJ_20155,86.29,99.43,2.84e-107,301.0,yes,yes,no
RPE_RS04780,ACXYSJ_20150,ACXYSJ_20150,1,ACXYSJ_20150,81.19,99.86,0.00e+00,1185.0,yes,yes,no
RPE_RS04785,ACXYSJ_20145,ACXYSJ_20145,1,ACXYSJ_20145,85.71,99.56,1.39e-146,405.0,yes,yes,no
RPE_RS04790,,,0,,,,,,no,no,no
RPE_RS04795,ACXYSJ_05785,ACXYSJ_05785,1,ACXYSJ_05785,75.59,100.00,0.00e+00,866.0,yes,yes,no
RPE_RS04800,ACXYSJ_05790,ACXYSJ_05790,1,ACXYSJ_05790,87.03,98.75,1.30e-179,496.0,yes,yes,no
RPE_RS04805,ACXYSJ_05795,ACXYSJ_05795,1,ACXYSJ_05795,89.09,99.55,1.56e-137,381.0,yes,yes,no
RPE_RS04810,ACXYSJ_05800,ACXYSJ_05800,1,ACXYSJ_05800,83.44,99.79,0.00e+00,795.0,yes,yes,no
RPE_RS04815,ACXYSJ_05805,ACXYSJ_05805,1,ACXYSJ_05805,69.44,100.20,0.00e+00,673.0,yes,yes,no
RPE_RS04820,ACXYSJ_05810,ACXYSJ_05810,1,ACXYSJ_05810,79.77,99.43,9.39e-104,292.0,yes,yes,no
RPE_RS04825,ACXYSJ_05815,ACXYSJ_05815,1,ACXYSJ_05815,77.79,101.03,0.00e+00,1019.0,yes,yes,no
RPE_RS04830,,,0,,,,,,no,no,no
RPE_RS04835,ACXYSJ_05175,ACXYSJ_05175,1,ACXYSJ_05175,71.43,97.74,1.55e-121,344.0,yes,yes,no
RPE_RS04840,,,0,ACXYSJ_14225,75.52,96.62,7.14e-75,217.0,no,no,no
RPE_RS04845,,,0,ACXYSJ_05185,53.96,104.91,4.10e-76,230.0,no,no,no
RPE_RS04850,ACXYSJ_05825,ACXYSJ_05825,1,ACXYSJ_05825,98.90,98.91,3.71e-64,186.0,yes,yes,no
RPE_RS04855,ACXYSJ_05830,ACXYSJ_05830,1,ACXYSJ_05830,81.01,100.19,0.00e+00,814.0,yes,yes,no
RPE_RS04860,ACXYSJ_05835,ACXYSJ_05835,1,ACXYSJ_05835,87.29,99.72,0.00e+00,650.0,yes,yes,no
RPE_RS04865,ACXYSJ_05840,ACXYSJ_05840,1,ACXYSJ_05840,66.83,95.35,1.16e-85,249.0,yes,yes,no
RPE_RS04870,ACXYSJ_05845,ACXYSJ_05845,1,ACXYSJ_05845,84.48,99.15,1.86e-67,196.0,yes,yes,no
RPE_RS04875,ACXYSJ_05850,ACXYSJ_05850,1,ACXYSJ_05850,90.22,99.78,0.00e+00,796.0,yes,yes,no
RPE_RS04885,ACXYSJ_05860,ACXYSJ_05860,1,ACXYSJ_05860,70.33,97.85,2.43e-43,133.0,yes,yes,no
RPE_RS04890,,,0,,,,,,no,no,no
RPE_RS04895,ACXYSJ_05865,ACXYSJ_05865,1,ACXYSJ_05865,66.67,98.86,3.83e-40,125.0,yes,yes,no
RPE_RS04900,ACXYSJ_05870,ACXYSJ_05870,1,ACXYSJ_05870,87.64,98.89,0.00e+00,496.0,yes,yes,no
RPE_RS04905,ACXYSJ_05875,ACXYSJ_05875,1,ACXYSJ_05875,86.45,99.73,0.00e+00,669.0,yes,yes,no
RPE_RS04910,ACXYSJ_05885,ACXYSJ_05885,1,ACXYSJ_05885,71.30,99.14,2.47e-100,288.0,yes,yes,no
RPE_RS04915,ACXYSJ_05890,ACXYSJ_05890,1,ACXYSJ_05890,80.59,97.70,8.76e-106,297.0,yes,yes,no
RPE_RS04920,,,0,,,,,,no,no,no
RPE_RS04925,ACXYSJ_05265,ACXYSJ_05265,1,ACXYSJ_05265,91.92,99.75,0.00e+00,766.0,yes,yes,no
RPE_RS04930,ACXYSJ_05270,ACXYSJ_05270,1,ACXYSJ_05270,88.00,98.68,9.70e-88,250.0,yes,yes,no
RPE_RS04935,ACXYSJ_05155,ACXYSJ_05155,1,ACXYSJ_05155,84.45,99.31,0.00e+00,755.0,yes,yes,no
RPE_RS04940,ACXYSJ_05150,ACXYSJ_05150,1,ACXYSJ_05150,72.97,99.46,1.39e-84,244.0,yes,yes,no
RPE_RS04945,ACXYSJ_05145,ACXYSJ_05145,1,ACXYSJ_05145,88.21,93.93,4.19e-164,453.0,yes,yes,no
RPE_RS04950,ACXYSJ_05140,ACXYSJ_05140,1,ACXYSJ_05140,82.08,99.48,0.00e+00,657.0,yes,yes,no
RPE_RS04955,ACXYSJ_05135,ACXYSJ_05135,1,ACXYSJ_05135,72.44,99.68,8.75e-163,453.0,yes,yes,no
RPE_RS04960,ACXYSJ_05130,ACXYSJ_05130,1,ACXYSJ_05130,82.92,99.50,0.00e+00,1043.0,yes,yes,no
RPE_RS04965,,,0,ACXYSJ_18255,34.23,102.76,7.70e-52,169.0,no,no,no
RPE_RS04970,ACXYSJ_16685,ACXYSJ_16685,1,ACXYSJ_16685,84.10,99.09,0.00e+00,580.0,yes,yes,no
RPE_RS04975,ACXYSJ_16680,ACXYSJ_16680,1,ACXYSJ_16680,93.68,98.96,1.65e-64,187.0,yes,yes,no
RPE_RS04980,ACXYSJ_16675,ACXYSJ_16675,1,ACXYSJ_16675,72.87,99.61,8.88e-142,395.0,yes,yes,no
RPE_RS04985,ACXYSJ_16670,ACXYSJ_16670,1,ACXYSJ_16670,74.25,99.40,2.68e-92,263.0,yes,yes,no
RPE_RS04990,ACXYSJ_16665,ACXYSJ_16665,1,ACXYSJ_16665,74.37,98.34,0.00e+00,563.0,yes,yes,no
RPE_RS04995,,,0,,,,,,no,no,no
RPE_RS05000,,,0,ACXYSJ_16645,59.76,99.26,0.00e+00,808.0,no,no,no
RPE_RS05005,,,0,ACXYSJ_16690,53.27,100.47,1.27e-72,217.0,no,no,no
RPE_RS05010,ACXYSJ_16660,ACXYSJ_16660,1,ACXYSJ_16660,71.03,96.18,0.00e+00,637.0,yes,yes,no
RPE_RS05015,,,0,ACXYSJ_16655,54.00,93.17,1.91e-52,161.0,no,no,no
RPE_RS05020,ACXYSJ_16650,ACXYSJ_16650,1,ACXYSJ_16650,68.61,97.73,2.46e-122,346.0,yes,yes,no
RPE_RS05025,,,0,ACXYSJ_18260,55.56,98.22,7.02e-158,446.0,no,no,no
RPE_RS05030,,,0,ACXYSJ_18280,58.82,99.31,1.05e-100,294.0,no,no,no
RPE_RS05035,,,0,ACXYSJ_18275,50.00,90.79,2.13e-86,259.0,no,no,no
RPE_RS05040,,,0,ACXYSJ_18270,56.80,95.79,1.07e-95,278.0,no,no,no
RPE_RS05045,,,0,ACXYSJ_18265,60.68,99.57,1.05e-94,274.0,no,no,no
RPE_RS05050,,,0,,,,,,no,no,no
RPE_RS05055,ACXYSJ_18075,ACXYSJ_18075,1,ACXYSJ_18075,80.09,99.55,1.93e-127,356.0,yes,yes,no
RPE_RS05060,,,0,ACXYSJ_18070,61.97,100.86,0.00e+00,556.0,no,no,no
RPE_RS05065,ACXYSJ_18065,ACXYSJ_18065,1,ACXYSJ_18065,85.12,100.13,0.00e+00,5149.0,yes,yes,no
RPE_RS05070,ACXYSJ_18060,ACXYSJ_18060,1,ACXYSJ_18060,92.80,99.83,0.00e+00,1079.0,yes,yes,no
RPE_RS05075,,,0,ACXYSJ_18055,61.55,105.44,0.00e+00,848.0,no,no,no
RPE_RS05080,ACXYSJ_18050,ACXYSJ_18050,1,ACXYSJ_18050,82.34,100.00,0.00e+00,748.0,yes,yes,no
RPE_RS05085,,,0,ACXYSJ_02265,35.42,70.59,5.85e-06,38.1,no,no,no
RPE_RS05095,,,0,,,,,,no,no,no
RPE_RS05100,,,0,,,,,,no,no,no
RPE_RS05105,,,0,,,,,,no,no,no
RPE_RS05130,,,0,,,,,,no,no,no
RPE_RS05135,,,0,,,,,,no,no,no
RPE_RS05140,,,0,,,,,,no,no,no
RPE_RS05145,,,0,,,,,,no,no,no
RPE_RS05150,,,0,,,,,,no,no,no
RPE_RS05155,,,0,,,,,,no,no,no
RPE_RS05160,,,0,,,,,,no,no,no
RPE_RS05170,,,0,,,,,,no,no,no
RPE_RS05175,,,0,,,,,,no,no,no
RPE_RS05180,,,0,ACXYSJ_00005,39.88,81.93,7.27e-162,503.0,no,no,no
RPE_RS05185,,,0,,,,,,no,no,no
RPE_RS05190,,,0,,,,,,no,no,no
RPE_RS05195,,,0,,,,,,no,no,no
RPE_RS05200,,,0,,,,,,no,no,no
RPE_RS05205,,,0,,,,,,no,no,no
RPE_RS05215,,,0,,,,,,no,no,no
RPE_RS05220,,,0,,,,,,no,no,no
RPE_RS05240,,,0,ACXYSJ_05385,56.82,73.33,8.35e-22,80.5,no,no,no
RPE_RS05245,ACXYSJ_05380,ACXYSJ_05380,1,ACXYSJ_05380,91.00,99.06,6.16e-144,397.0,yes,yes,no
RPE_RS05250,ACXYSJ_05375,ACXYSJ_05375,1,ACXYSJ_05375,84.50,99.75,0.00e+00,687.0,yes,yes,no
RPE_RS05255,,,0,ACXYSJ_05370,48.68,59.03,1.21e-70,232.0,no,no,no
RPE_RS05260,ACXYSJ_05365,ACXYSJ_05365,1,ACXYSJ_05365,65.29,99.18,1.26e-88,259.0,yes,yes,no
RPE_RS05265,ACXYSJ_05360,ACXYSJ_05360,1,ACXYSJ_05360,87.65,90.00,1.29e-163,451.0,yes,yes,no
RPE_RS05275,,,0,,,,,,no,no,no
RPE_RS05280,,,0,,,,,,no,no,no
RPE_RS05285,ACXYSJ_05345,ACXYSJ_05345,1,ACXYSJ_05345,70.09,99.07,2.10e-48,147.0,yes,yes,no
RPE_RS05290,ACXYSJ_23635,ACXYSJ_23635,1,ACXYSJ_23635,71.28,92.42,1.73e-100,286.0,yes,yes,no
RPE_RS05295,ACXYSJ_23630,ACXYSJ_23630,1,ACXYSJ_23630,89.45,99.76,0.00e+00,783.0,yes,yes,no
RPE_RS05300,,,0,ACXYSJ_06620,52.55,97.86,2.05e-46,144.0,no,no,no
RPE_RS05305,,,0,,,,,,no,no,no
RPE_RS05325,,,0,,,,,,no,no,no
RPE_RS05330,ACXYSJ_05315,ACXYSJ_05315,1,ACXYSJ_05315,89.48,101.13,0.00e+00,1206.0,yes,yes,no
RPE_RS05335,ACXYSJ_05310,ACXYSJ_05310,1,ACXYSJ_05310,76.71,102.54,0.00e+00,1027.0,yes,yes,no
RPE_RS05340,,,0,,,,,,no,no,no
RPE_RS05345,,,0,ACXYSJ_05300,62.50,96.97,6.38e-55,166.0,no,no,no
RPE_RS05350,ACXYSJ_05290,ACXYSJ_05290,1,ACXYSJ_05290,73.33,92.73,9.23e-134,376.0,yes,yes,no
RPE_RS05355,ACXYSJ_20095,ACXYSJ_20095,1,ACXYSJ_20095,82.18,99.02,1.38e-60,177.0,yes,yes,no
RPE_RS05360,ACXYSJ_20090,ACXYSJ_20090,1,ACXYSJ_20090,76.14,99.65,1.22e-154,430.0,yes,yes,no
RPE_RS05365,ACXYSJ_03340,ACXYSJ_03340,1,ACXYSJ_03340,72.82,100.00,0.00e+00,596.0,yes,yes,no
RPE_RS05370,ACXYSJ_03345,ACXYSJ_03345,1,ACXYSJ_03345,81.08,97.89,0.00e+00,694.0,yes,yes,no
RPE_RS05375,ACXYSJ_03350,ACXYSJ_03350,1,ACXYSJ_03350,79.92,98.79,9.70e-137,382.0,yes,yes,no
RPE_RS05380,ACXYSJ_03355,ACXYSJ_03355,1,ACXYSJ_03355,69.27,93.72,6.13e-89,256.0,yes,yes,no
RPE_RS05385,,,0,,,,,,no,no,no
RPE_RS05390,ACXYSJ_03360,ACXYSJ_03360,1,ACXYSJ_03360,92.48,99.53,0.00e+00,1217.0,yes,yes,no
RPE_RS05395,ACXYSJ_03365,ACXYSJ_03365,1,ACXYSJ_03365,86.75,101.22,5.41e-46,139.0,yes,yes,no
RPE_RS05400,ACXYSJ_03370,ACXYSJ_03370,1,ACXYSJ_03370,78.64,99.68,0.00e+00,511.0,yes,yes,no
RPE_RS05405,ACXYSJ_03375,ACXYSJ_03375,1,ACXYSJ_03375,71.25,98.93,0.00e+00,788.0,yes,yes,no
RPE_RS05410,,,0,ACXYSJ_03380,52.34,83.12,1.40e-42,136.0,no,no,no
RPE_RS05420,ACXYSJ_03395,ACXYSJ_03395,1,ACXYSJ_03395,71.15,99.61,3.38e-132,370.0,yes,yes,no
RPE_RS05425,ACXYSJ_03400,ACXYSJ_03400,1,ACXYSJ_03400,79.76,99.83,0.00e+00,958.0,yes,yes,no
RPE_RS05440,,,0,ACXYSJ_03410,29.04,95.93,2.07e-68,233.0,no,no,no
RPE_RS05465,,,0,,,,,,no,no,no
RPE_RS05470,,,0,ACXYSJ_17780,40.06,101.18,4.18e-71,221.0,no,no,no
RPE_RS05475,,,0,,,,,,no,no,no
RPE_RS05480,,,0,,,,,,no,no,no
RPE_RS05485,,,0,ACXYSJ_08970,32.39,80.03,2.53e-85,281.0,no,no,no
RPE_RS05490,,,0,ACXYSJ_18370,25.91,98.11,5.09e-17,80.1,no,no,no
RPE_RS05500,,,0,,,,,,no,no,no
RPE_RS05505,,,0,,,,,,no,no,no
RPE_RS05510,,,0,,,,,,no,no,no
RPE_RS05515,,,0,ACXYSJ_12085,26.63,88.48,2.25e-10,54.7,no,no,no
RPE_RS05520,,,0,,,,,,no,no,no
RPE_RS05525,,,0,ACXYSJ_12095,33.07,104.74,4.66e-71,232.0,no,no,no
RPE_RS05530,,,0,,,,,,no,no,no
RPE_RS05535,,,0,,,,,,no,no,no
RPE_RS05540,,,0,ACXYSJ_21165,27.68,55.04,2.17e-18,82.4,no,no,no
RPE_RS05545,,,0,,,,,,no,no,no
RPE_RS05550,,,0,ACXYSJ_23955,72.20,96.60,8.26e-177,489.0,no,no,no
RPE_RS05560,,,0,,,,,,no,no,no
RPE_RS05565,,,0,ACXYSJ_12090,31.03,36.16,5.99e-15,72.8,no,no,no
RPE_RS05570,,,0,,,,,,no,no,no
RPE_RS05575,,,0,ACXYSJ_17670,32.62,38.63,2.20e-06,45.8,no,no,no
RPE_RS05580,,,0,,,,,,no,no,no
RPE_RS05585,,,0,,,,,,no,no,no
RPE_RS05590,,,0,,,,,,no,no,no
RPE_RS05595,,,0,,,,,,no,no,no
RPE_RS05605,,,0,,,,,,no,no,no
RPE_RS05610,,,0,ACXYSJ_20340,25.55,116.76,6.66e-11,60.1,no,no,no
RPE_RS05615,,,0,ACXYSJ_20340,34.71,30.10,6.93e-06,44.7,no,no,no
RPE_RS05620,,,0,,,,,,no,no,no
RPE_RS05625,,,0,,,,,,no,no,no
RPE_RS05635,,,0,ACXYSJ_24455,39.27,82.49,1.79e-74,239.0,no,no,no
RPE_RS05650,,,0,ACXYSJ_17860,69.89,99.77,0.00e+00,624.0,no,no,no
RPE_RS05655,,,0,,,,,,no,no,no
RPE_RS05660,,,0,,,,,,no,no,no
RPE_RS05665,,,0,ACXYSJ_14150,33.96,57.92,2.19e-21,88.6,no,no,no
RPE_RS05670,,,0,ACXYSJ_10010,32.26,92.08,8.56e-11,51.6,no,no,no
RPE_RS05675,,,0,ACXYSJ_16250,34.56,98.33,7.28e-57,186.0,no,no,no
RPE_RS05680,,,0,,,,,,no,no,no
RPE_RS05695,,,0,,,,,,no,no,no
RPE_RS05700,,,0,,,,,,no,no,no
RPE_RS05705,,,0,ACXYSJ_01145,29.41,80.53,7.40e-09,50.4,no,no,no
RPE_RS05715,,,0,,,,,,no,no,no
RPE_RS05720,,,0,ACXYSJ_18790,85.71,20.44,2.75e-11,52.0,no,no,no
RPE_RS05725,,,0,,,,,,no,no,no
RPE_RS05730,,,0,,,,,,no,no,no
RPE_RS05735,,,0,,,,,,no,no,no
RPE_RS05740,,,0,,,,,,no,no,no
RPE_RS05765,,,0,,,,,,no,no,no
RPE_RS05795,,,0,,,,,,no,no,no
RPE_RS05800,,,0,,,,,,no,no,no
RPE_RS05805,,,0,,,,,,no,no,no
RPE_RS05810,,,0,ACXYSJ_23970,33.44,68.02,2.63e-39,144.0,no,no,no
RPE_RS05815,,,0,ACXYSJ_17400,32.56,105.74,4.12e-34,120.0,no,no,no
RPE_RS05820,,,0,,,,,,no,no,no
RPE_RS05825,,,0,,,,,,no,no,no
RPE_RS05830,,,0,ACXYSJ_17390,28.37,90.38,1.10e-39,140.0,no,no,no
RPE_RS05835,,,0,,,,,,no,no,no
RPE_RS05840,,,0,ACXYSJ_05845,48.94,70.68,5.60e-24,86.7,no,no,no
RPE_RS05845,,,0,ACXYSJ_05835,32.00,94.20,2.19e-61,197.0,no,no,no
RPE_RS05850,,,0,ACXYSJ_17330,33.81,97.21,4.38e-64,205.0,no,no,no
RPE_RS05855,,,0,ACXYSJ_17355,27.03,86.72,1.46e-06,42.0,no,no,no
RPE_RS05860,,,0,ACXYSJ_17350,51.54,93.53,2.83e-45,142.0,no,no,no
RPE_RS05865,,,0,,,,,,no,no,no
