Ref_Gene,Candidate_Target_Gene,Candidate_Target_Symbol,Candidate_Target_Product,Identity(%),E_value,Coverage,BBH,BiGG_True_Rxns,BiGG_True_Rxns_Details,Reason,Action
RPE_RS15865,ACXYSJ_21105,fabI,enoyl-ACP reductase FabI,58.498,2.81e-104,0.9844357976653696,<=>,EAR100x | EAR100y | EAR120x | EAR120y | EAR121x | EAR121y | EAR140x | EAR140y | EAR141x | EAR141y | EAR160x | EAR160y | EAR161x | EAR161y | EAR180x | EAR180y | EAR181x | EAR181y | EAR40x | EAR40y | EAR60x | EAR60y | EAR80x | EAR80y | EGMEACPR | EPMEACPR,EAR100x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + tdec2eACP_c_u (Trans-Dec-2-enoyl-[acyl-carrier protein]) --> dcaACP_c_u (Decanoyl-ACP (n-C10:0ACP)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR100y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + tdec2eACP_c_u (Trans-Dec-2-enoyl-[acyl-carrier protein]) --> dcaACP_c_u (Decanoyl-ACP (n-C10:0ACP)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR120x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + tddec2eACP_c_u (Trans-Dodec-2-enoyl-[acyl-carrier protein]) --> ddcaACP_c_u (Dodecanoyl-ACP (n-C12:0ACP)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR120y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + tddec2eACP_c_u (Trans-Dodec-2-enoyl-[acyl-carrier protein]) --> ddcaACP_c_u (Dodecanoyl-ACP (n-C12:0ACP)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR121x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + t3c5ddeceACP_c_u (Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]) --> cddec5eACP_c_u (Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR121y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + t3c5ddeceACP_c_u (Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]) --> cddec5eACP_c_u (Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR140x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + tmrs2eACP_c_u (Trans-Tetradec-2-enoyl-[acyl-carrier protein]) --> myrsACP_c_u (Myristoyl-ACP (n-C14:0ACP)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR140y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + tmrs2eACP_c_u (Trans-Tetradec-2-enoyl-[acyl-carrier protein]) --> myrsACP_c_u (Myristoyl-ACP (n-C14:0ACP)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR141x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + t3c7mrseACP_c_u (Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]) --> nad_c_u (Nicotinamide adenine dinucleotide) + tdeACP_c_u (Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)) || EAR141y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + t3c7mrseACP_c_u (Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + tdeACP_c_u (Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)) || EAR160x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + tpalm2eACP_c_u (Trans-Hexadec-2-enoyl-[acyl-carrier protein]) --> nad_c_u (Nicotinamide adenine dinucleotide) + palmACP_c_u (Palmitoyl-ACP (n-C16:0ACP)) || EAR160y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + tpalm2eACP_c_u (Trans-Hexadec-2-enoyl-[acyl-carrier protein]) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + palmACP_c_u (Palmitoyl-ACP (n-C16:0ACP)) || EAR161x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + t3c9palmeACP_c_u (Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]) --> hdeACP_c_u (Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR161y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + t3c9palmeACP_c_u (Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]) --> hdeACP_c_u (Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR180x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + toctd2eACP_c_u (Trans-octadec-2-enoyl-[acyl-carrier protein]) --> nad_c_u (Nicotinamide adenine dinucleotide) + ocdcaACP_c_u (Octadecanoyl-ACP (n-C18:0ACP)) || EAR180y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + toctd2eACP_c_u (Trans-octadec-2-enoyl-[acyl-carrier protein]) <=> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + ocdcaACP_c_u (Octadecanoyl-ACP (n-C18:0ACP)) || EAR181x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + t3c11vaceACP_c_u (Trans-3-cis-11-vacceoyl-[acyl-carrier protein]) --> nad_c_u (Nicotinamide adenine dinucleotide) + octeACP_c_u (Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)) || EAR181y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + t3c11vaceACP_c_u (Trans-3-cis-11-vacceoyl-[acyl-carrier protein]) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + octeACP_c_u (Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)) || EAR40x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)] :: but2eACP_c_u (But-2-enoyl-[acyl-carrier protein]) + h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> butACP_c_u (Butyryl-ACP (n-C4:0ACP)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR40y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)] :: but2eACP_c_u (But-2-enoyl-[acyl-carrier protein]) + h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) --> butACP_c_u (Butyryl-ACP (n-C4:0ACP)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR60x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + thex2eACP_c_u (Trans-Hex-2-enoyl-[acyl-carrier protein]) --> hexACP_c_u (Hexanoyl-ACP (n-C6:0ACP)) + nad_c_u (Nicotinamide adenine dinucleotide) || EAR60y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + thex2eACP_c_u (Trans-Hex-2-enoyl-[acyl-carrier protein]) --> hexACP_c_u (Hexanoyl-ACP (n-C6:0ACP)) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EAR80x [Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + toct2eACP_c_u (Trans-Oct-2-enoyl-[acyl-carrier protein]) --> nad_c_u (Nicotinamide adenine dinucleotide) + ocACP_c_u (Octanoyl-ACP (n-C8:0ACP)) || EAR80y [Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)] :: h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + toct2eACP_c_u (Trans-Oct-2-enoyl-[acyl-carrier protein]) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + ocACP_c_u (Octanoyl-ACP (n-C8:0ACP)) || EGMEACPR [Enoylglutaryl-[ACP] methyl ester reductase] :: egmeACP_c_u (Enoylglutaryl-[acyl-carrier protein] methyl ester) + h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) --> gmeACP_c_u (Glutaryl-[acyl-carrier protein] methyl ester) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) || EPMEACPR [Enoylpimeloyl-[ACP] methyl ester reductase] :: epmeACP_c_u (Enoylpimeloyl-[acyl-carrier protein] methyl ester) + h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pmeACP_c_u (Pimeloyl-[acyl-carrier protein] methyl ester),target_gene_not_in_model,
RPE_RS16070,ACXYSJ_16360,,ABC transporter ATP-binding protein,58.051,2.43e-88,0.98744769874477,->,AI2abcpp,"AI2abcpp [Autoinducer-2 ABC transporter] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + mththf_p_u ((2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + mththf_c_u ((2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran) + pi_c_u (Phosphate)",target_gene_not_in_model,
RPE_RS17230,ACXYSJ_09795,,acylphosphatase,58.0,2.4999999999999997e-34,1.0,<=>,APH120 | APH140 | APH141 | APH160 | APH161 | APH180 | APH181,APH120 [Acylphosphatase (C12:0)] :: ddcap_c_u (Dodecanoly-phosphate (n-C12:0)) + h2o_c_u (H2O H2O) --> ddca_c_u (Dodecanoate (n-C12:0)) + 2 h_c_u (H+) + pi_c_u (Phosphate) || APH140 [Acylphosphatase (C14:0)] :: h2o_c_u (H2O H2O) + ttdcap_c_u (Tetradecanoyl-phosphate (n-C14:0)) --> 2 h_c_u (H+) + pi_c_u (Phosphate) + ttdca_c_u (Tetradecanoate (n-C14:0)) || APH141 [Acylphosphatase (C14:1)] :: h2o_c_u (H2O H2O) + ttdceap_c_u (Tetradecanoyl-phosphate (n-C14:1)) --> 2 h_c_u (H+) + pi_c_u (Phosphate) + ttdcea_c_u (Tetradecenoate (n-C14:1)) || APH160 [Acylphosphatase (C16:0)] :: h2o_c_u (H2O H2O) + hdcap_c_u (Hexadecanoyl-phosphate (n-C16:0)) --> 2 h_c_u (H+) + hdca_c_u (Hexadecanoate (n-C16:0)) + pi_c_u (Phosphate) || APH161 [Acylphosphatase (C16:1)] :: h2o_c_u (H2O H2O) + hdceap_c_u (Hexadecanoyl-phosphate (n-C16:1)) --> 2 h_c_u (H+) + hdcea_c_u (Hexadecenoate (n-C16:1)) + pi_c_u (Phosphate) || APH180 [Acylphosphatase (C18:0)] :: h2o_c_u (H2O H2O) + ocdcap_c_u (Octadecanoyl-phosphate (n-C18:0)) --> 2 h_c_u (H+) + ocdca_c_u (Octadecanoate (n-C18:0)) + pi_c_u (Phosphate) || APH181 [Acylphosphatase (C18:1)] :: h2o_c_u (H2O H2O) + ocdceap_c_u (Octadecanoyl-phosphate (n-C18:1)) --> 2 h_c_u (H+) + ocdcea_c_u (Octadecenoate (n-C18:1)) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS13475,ACXYSJ_03990,,HAD-IA family hydrolase,57.87,1.92e-76,0.9432314410480348,<=>,2DOXG6PP | E4PP | F1PP | F6PP | G1PP | G6PP | R5PP | RU5PP,2DOXG6PP [2 deoxyglucose 6 phosphatase] :: 2doxg6p_c_u (2 Deoxy D glucose 6 phosphate C6H11O8P) + h2o_c_u (H2O H2O) --> 2dglc_c_u (2 Deoxy D glucose C6H12O5) + pi_c_u (Phosphate) || E4PP [Erythrose-4-phosphate phosphatase] :: e4p_c_u (D-Erythrose 4-phosphate) + h2o_c_u (H2O H2O) --> erthrs_c_u (D-erythrose) + pi_c_u (Phosphate) || F1PP [D-fructose 1-phosphate phosphatase] :: f1p_c_u (D-Fructose 1-phosphate) + h2o_c_u (H2O H2O) --> fru_c_u (D-Fructose) + pi_c_u (Phosphate) || F6PP [D-fructose 6-phosphate phosphatase] :: f6p_c_u (D-Fructose 6-phosphate) + h2o_c_u (H2O H2O) --> fru_c_u (D-Fructose) + pi_c_u (Phosphate) || G1PP [Glucose-1-phosphatase] :: g1p_c_u (D-Glucose 1-phosphate) + h2o_c_u (H2O H2O) --> glc__D_c_u (D-Glucose) + pi_c_u (Phosphate) || G6PP [Glucose-6-phosphate phosphatase] :: g6p_c_u (D-Glucose 6-phosphate) + h2o_c_u (H2O H2O) --> glc__D_c_u (D-Glucose) + pi_c_u (Phosphate) || R5PP [Ribose 5-phosphate phosphatase] :: h2o_c_u (H2O H2O) + r5p_c_u (Alpha-D-Ribose 5-phosphate) --> pi_c_u (Phosphate) + rib__D_c_u (D-Ribose) || RU5PP [Ribulose-5-Phosphate Phosphatase] :: h2o_c_u (H2O H2O) + ru5p__D_c_u (D-Ribulose 5-phosphate) --> pi_c_u (Phosphate) + rbl__D_c_u (D-Ribulose),target_gene_not_in_model,
RPE_RS16595,ACXYSJ_10360,,diguanylate cyclase domain-containing protein,57.805,9.26e-153,0.9557109557109555,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS11190,ACXYSJ_14370,cobF,precorrin-6A synthase (deacetylating),57.769,1.26e-97,0.9920948616600792,<=>,R05219,R05219 [Precorrin 5 <=> Precorrin 6X] :: amet_c_u (S-Adenosyl-L-methionine) + h2o_c_u (H2O H2O) + pre5_c_u (Precorrin 5) --> ac_c_u (Acetate) + ahcys_c_u (S-Adenosyl-L-homocysteine) + h_c_u (H+) + pre6a_c_u (Precorrin 6A),target_gene_not_in_model,
RPE_RS09260,ACXYSJ_16245,,diguanylate cyclase,57.584,1.84e-153,0.8811881188118812,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS02965,ACXYSJ_03020,,branched-chain amino acid ABC transporter permease,57.143,1.02e-108,0.975609756097561,<=>,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,4HPROLTpp [Trans 4 Hydroxy D proline transport via diffusion (periplasm to cytosol)] :: 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_c_u (Trans 4 Hydroxy L proline C5H9NO3) || 4HPROLTtex [Trans 4 hydroxy L proline transport extracellular] :: 4hpro_LT_e_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) || ALAt2pp [L-alanine transport in via proton symport (periplasm)] :: ala__L_p_u (L-Alanine) + h_p_u (H+) --> ala__L_c_u (L-Alanine) + h_c_u (H+) || ALAtex [L-alanine transport via diffusion (extracellular to periplasm)] :: ala__L_e_u (L-Alanine) <=> ala__L_p_u (L-Alanine) || ASNt2rpp [L-asparagine reversible transport via proton symport (periplasm)] :: asn__L_p_u (L-Asparagine) + h_p_u (H+) <=> asn__L_c_u (L-Asparagine) + h_c_u (H+) || ASNtex [L-asparagine transport via diffusion (extracellular to periplasm)] :: asn__L_e_u (L-Asparagine) <=> asn__L_p_u (L-Asparagine) || DALAabcpp [D-alanine transport via ABC peptide transporter] :: ala__D_p_u (D-Alanine) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ala__D_c_u (D-Alanine) + h_c_u (H+) + pi_c_u (Phosphate) || ILEtex [L-isoleucine transport via diffusion (extracellular to periplasm)] :: ile__L_e_u (L-Isoleucine) <=> ile__L_p_u (L-Isoleucine) || LYStex [L-lysine transport via diffusion (extracellular to periplasm)] :: lys__L_e_u (L-Lysine) <=> lys__L_p_u (L-Lysine) || PROtex [L-proline transport via diffusion (extracellular to periplasm)] :: pro__L_e_u (L-Proline) <=> pro__L_p_u (L-Proline) || SERt2rpp [L-serine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + ser__L_p_u (L-Serine) <=> h_c_u (H+) + ser__L_c_u (L-Serine) || VALt2rpp [L-valine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + val__L_p_u (L-Valine) <=> h_c_u (H+) + val__L_c_u (L-Valine) || VALtex [L-valine transport via diffusion (extracellular to periplasm)] :: val__L_e_u (L-Valine) <=> val__L_p_u (L-Valine),target_gene_not_in_model,
RPE_RS05040,ACXYSJ_18270,,ABC transporter ATP-binding protein,56.8,1.13e-95,0.9578544061302682,<=>,ACOLIPAabctex | CLIPAabctex | COLIPAPabctex | COLIPAabctex | ECA4COLIPAabctex | XYLabcpp,ACOLIPAabctex [Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: acolipa_p_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> acolipa_e_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) || CLIPAabctex [Cold lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_cold_p_u (Cold adapted KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_cold_e_u (Cold adapted KDO(2)-lipid (A)) + pi_c_u (Phosphate) || COLIPAPabctex [Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipap_p_u (Core oligosaccharide lipid A diphosphate) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipap_e_u (Core oligosaccharide lipid A diphosphate) + h_c_u (H+) + pi_c_u (Phosphate) || COLIPAabctex [Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipa_p_u (Core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipa_e_u (Core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate) || ECA4COLIPAabctex [Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + eca4colipa_p_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + eca4colipa_e_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate) || XYLabcpp [D-xylose transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + xyl__D_p_u (D-Xylose) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + xyl__D_c_u (D-Xylose),target_gene_not_in_model,
RPE_RS10095,ACXYSJ_12105,,potassium transporter Kup,56.752,0.0,0.9857369255150554,<=>,Ktex,Ktex [Potassium transport via diffusion (extracellular to periplasm)] :: k_e_u (Potassium) <=> k_p_u (Potassium),target_gene_not_in_model,
RPE_RS15625,ACXYSJ_05950,phnE,"phosphonate ABC transporter, permease protein PhnE",56.747,4.37e-100,0.9829931972789115,<=>,MEPNabcpp,MEPNabcpp [Methylpshophonic acid abc transporter] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + mepn_p_u (Methylphosphonic acid) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + mepn_c_u (Methylphosphonic acid) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS23860,ACXYSJ_04275,,5-formyltetrahydrofolate cyclo-ligase,56.494,9.659999999999999e-55,0.7857142857142857,<=>,FTHFCL,"FTHFCL [5 formethyltetrahydrofolate cyclo ligase] :: 5fthf_c_u (5-Formyltetrahydrofolate) + atp_c_u (ATP C10H12N5O13P3) --> adp_c_u (ADP C10H12N5O10P2) + methf_c_u (5,10-Methenyltetrahydrofolate) + pi_c_u (Phosphate)",target_gene_not_in_model,
RPE_RS19615,ACXYSJ_19175,,EAL domain-containing response regulator,56.456,1.95e-155,0.947242206235012,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS15855,ACXYSJ_00480,,acetate/propionate family kinase,56.154,3.38e-139,0.9798994974874372,<=>,PPAKr,PPAKr [Propionate kinase] :: adp_c_u (ADP C10H12N5O10P2) + ppap_c_u (Propanoyl phosphate) <=> atp_c_u (ATP C10H12N5O13P3) + ppa_c_u (Propionate (n-C3:0)),target_gene_not_in_model,
RPE_RS15575,ACXYSJ_05900,phnN,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN",56.021,3.14e-69,0.9947916666666666,<=>,R15BPK,"R15BPK [Ribose-1,5-bisphosphokinase] :: atp_c_u (ATP C10H12N5O13P3) + r15bp_c_u (D-Ribose 1,5-bisphosphate) --> adp_c_u (ADP C10H12N5O10P2) + prpp_c_u (5-Phospho-alpha-D-ribose 1-diphosphate)",target_gene_not_in_model,
RPE_RS05025,ACXYSJ_18260,,ABC transporter substrate-binding protein,55.556,7.39e-158,0.9822335025380712,<=>,UREAabcpp | UREAtex,UREAabcpp [Urea transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + urea_p_u (Urea CH4N2O) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + urea_c_u (Urea CH4N2O) || UREAtex [Urea transport via diffusion (extracellular to periplasm)] :: urea_e_u (Urea) <=> urea_p_u (Urea CH4N2O),target_gene_not_in_model,
RPE_RS15630,ACXYSJ_05955,phnD,phosphonate ABC transporter substrate-binding protein,55.556,3.81e-112,0.9504950495049505,<=>,MEPNabcpp,MEPNabcpp [Methylpshophonic acid abc transporter] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + mepn_p_u (Methylphosphonic acid) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + mepn_c_u (Methylphosphonic acid) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS02975,ACXYSJ_03035,,ABC transporter ATP-binding protein,55.319,2.28e-84,0.975103734439834,<=>,SUCBZL,SUCBZL [O-succinylbenzoate-CoA ligase] :: atp_c_u (ATP C10H12N5O13P3) + coa_c_u (Coenzyme A) + sucbz_c_u (O-Succinylbenzoate) --> amp_c_u (AMP C10H12N5O7P) + ppi_c_u (Diphosphate) + sbzcoa_c_u (O-Succinylbenzoyl-CoA),target_gene_not_in_model,
RPE_RS24765,ACXYSJ_18900,,sensor domain-containing diguanylate cyclase,55.118,1.52e-93,0.9844961240310076,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS17585,ACXYSJ_18375,,type I secretion system permease/ATPase,54.754,0.0,0.890282131661442,<=>,FEENTER2tpp | SALCHS4abcpp,FEENTER2tpp [Enterochelin transport2 via ABC system periplasm] :: atp_c_u (ATP C10H12N5O13P3) + enter_c_u (Enterochelin) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + enter_p_u (Enterochelin) + h_c_u (H+) + pi_c_u (Phosphate) || SALCHS4abcpp [Salmochelin S4 transport via ABC system periplasm] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + salchs4_c_u (Salmochelin-S4) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + salchs4_p_u (Salmochelin-S4),target_gene_not_in_model,
