query_locus_tag,query_gene,query_product,subject_locus_tag,subject_gene,subject_product,pident,qcov,scov,evalue,bitscore,reciprocal_best_hit,pass_threshold,used_for_conversion
PGIDNB_06195,crtI,phytoene desaturase,ACXYSJ_06235,,phytoene desaturase,100,100,100,0.00E+00,1051,yes,yes,yes
PGIDNB_06200,eRG9,phytoene synthase,ACXYSJ_06240,,phytoene/squalene synthase family protein,100,100,100,0.00E+00,704,yes,yes,yes
PGIDNB_06205,hemF,oxygen-dependent coproporphyrinogen oxidase,ACXYSJ_06245,hemF,oxygen-dependent coproporphyrinogen oxidase,100,100,100,0.00E+00,624,yes,yes,yes
PGIDNB_06210,,hypothetical protein,ACXYSJ_06250,,hypothetical protein,100,100,100,6.44E-29,93.2,yes,yes,yes
PGIDNB_06215,,hypothetical protein,ACXYSJ_06255,,hypothetical protein,100,100,100,5.28E-33,103,yes,yes,yes
PGIDNB_06220,,"carotenoid 1,2-hydratase",ACXYSJ_06260,,"carotenoid 1,2-hydratase",100,100,100,0.00E+00,651,yes,yes,yes
PGIDNB_06225,,FAD dependent oxidoreductase,ACXYSJ_06265,crtD,"1-hydroxycarotenoid 3,4-desaturase CrtD",100,100,100,0.00E+00,1064,yes,yes,yes
PGIDNB_06230,,geranylgeranyl pyrophosphate synthase,ACXYSJ_06270,,polyprenyl synthetase family protein,100,100,100,0.00E+00,576,yes,yes,yes
PGIDNB_06235,,Hydroxyneurosporene-O-methyltransferase,ACXYSJ_06275,,methyltransferase,100,98.7,100,0.00E+00,761,yes,yes,yes
PGIDNB_06240,bchC,chlorophyll synthesis pathway protein BchC,ACXYSJ_06280,bchC,chlorophyll synthesis pathway protein BchC,100,100,100,0.00E+00,629,yes,yes,yes
PGIDNB_06245,bchX,chlorophyllide a reductase iron protein subunit X,ACXYSJ_06285,,chlorophyllide a reductase iron protein subunit X,100,100,100,0.00E+00,673,yes,yes,yes
PGIDNB_06250,bchY,chlorophyllide a reductase subunit Y,ACXYSJ_06290,bchY,chlorophyllide a reductase subunit Y,100,100,100,0.00E+00,1105,yes,yes,yes
PGIDNB_06255,bchZ,chlorophyllide a reductase subunit Z,ACXYSJ_06295,bchZ,chlorophyllide a reductase subunit Z,100,100,100,0.00E+00,989,yes,yes,yes
PGIDNB_06260,,Protein PufQ,ACXYSJ_06300,,hypothetical protein,100,100,100,1.72E-52,155,yes,yes,yes
PGIDNB_06265,pufB,"light-harvesting antenna LH1, beta subunit",ACXYSJ_06305,pufB,"light-harvesting antenna LH1, beta subunit",100,100,100,9.69E-46,137,yes,yes,yes
PGIDNB_06270,pufA,"light-harvesting antenna LH1, alpha subunit",ACXYSJ_06310,pufA,"light-harvesting antenna LH1, alpha subunit",100,100,100,5.75E-39,119,yes,yes,yes
PGIDNB_06275,pufL,photosynthetic reaction center subunit L,ACXYSJ_06315,pufL,photosynthetic reaction center subunit L,100,100,100,0.00E+00,559,yes,yes,yes
PGIDNB_06280,pufM,photosynthetic reaction center subunit M,ACXYSJ_06320,pufM,photosynthetic reaction center subunit M,100,100,100,0.00E+00,624,yes,yes,yes
PGIDNB_06285,ppsR,transcriptional regulator PpsR,ACXYSJ_06325,ppsR,transcriptional regulator PpsR,100,100,100,0.00E+00,956,yes,yes,yes
PGIDNB_06290,chlG,chlorophyll synthase ChlG,ACXYSJ_06330,chlG,chlorophyll synthase ChlG,100,100,100,0.00E+00,590,yes,yes,yes
PGIDNB_06295,,MFS transporter,ACXYSJ_06335,,BCD family MFS transporter,100,100,100,0.00E+00,864,yes,yes,yes
PGIDNB_06300,fixC,geranylgeranyl diphosphate reductase,ACXYSJ_06340,,geranylgeranyl diphosphate reductase,100,100,100,0.00E+00,814,yes,yes,yes
PGIDNB_06305,,TspO/MBR-related protein,ACXYSJ_06345,,TspO/MBR family protein,100,100,100,3.24E-108,302,yes,yes,yes
PGIDNB_06310,,hypothetical protein,ACXYSJ_06350,,hypothetical protein,100,100,100,3.01E-61,178,yes,yes,yes
PGIDNB_06315,cycA,Cytochrome c2,ACXYSJ_06355,,c-type cytochrome,100,100,100,4.53E-102,285,yes,yes,yes
PGIDNB_06320,ppsR,transcriptional regulator PpsR,ACXYSJ_06360,ppsR,transcriptional regulator PpsR,100,100,100,0.00E+00,906,yes,yes,yes
PGIDNB_06325,,Phytochrome,ACXYSJ_06365,,GAF domain-containing protein,100,100,100,0.00E+00,1493,yes,yes,yes
PGIDNB_06330,,Heme oxygenase (biliverdin-producing),ACXYSJ_06370,,biliverdin-producing heme oxygenase,100,100,100,4.27E-166,454,yes,yes,yes
PGIDNB_06335,,Cobalamin B12-binding,ACXYSJ_06375,,cobalamin B12-binding domain-containing protein,100,100,100,0.00E+00,595,yes,yes,yes
PGIDNB_06340,bchF,2-vinyl bacteriochlorophyllide hydratase,ACXYSJ_06380,bchF,2-vinyl bacteriochlorophyllide hydratase,100,100,100,1.28E-122,339,yes,yes,yes
PGIDNB_06345,bchN,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,ACXYSJ_06385,,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,100,100,100,0.00E+00,862,yes,yes,yes
PGIDNB_06350,bchB,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,ACXYSJ_06390,bchB,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,100,100,100,0.00E+00,1093,yes,yes,yes
PGIDNB_06355,bchH,magnesium chelatase subunit H,ACXYSJ_06395,,magnesium chelatase subunit H,100,100,100,0.00E+00,2555,yes,yes,yes
PGIDNB_06360,bchL,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,ACXYSJ_06400,bchL,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,100,100,100,0.00E+00,640,yes,yes,yes
PGIDNB_06365,bchM,magnesium protoporphyrin IX methyltransferase,ACXYSJ_06405,bchM,magnesium protoporphyrin IX methyltransferase,100,100,100,8.73E-173,471,yes,yes,yes
PGIDNB_06370,,MFS transporter,ACXYSJ_06410,,BCD family MFS transporter,100,100,100,0.00E+00,914,yes,yes,yes
PGIDNB_06375,puhA,photosynthetic reaction center subunit H,ACXYSJ_06415,puhA,photosynthetic reaction center subunit H,100,100,100,0.00E+00,511,yes,yes,yes
PGIDNB_06380,puhB,photosynthetic complex putative assembly protein PuhB,ACXYSJ_06420,puhB,photosynthetic complex putative assembly protein PuhB,100,100,100,1.07E-161,442,yes,yes,yes
PGIDNB_06385,puhC,photosynthetic complex assembly protein PuhC,ACXYSJ_06425,puhC,photosynthetic complex assembly protein PuhC,100,100,100,1.08E-120,334,yes,yes,yes
PGIDNB_06390,,hypothetical protein,ACXYSJ_06430,,hypothetical protein,100,100,100,3.31E-71,204,yes,yes,yes
PGIDNB_06395,acsF,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,ACXYSJ_06435,acsF,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,100,100,100,0.00E+00,755,yes,yes,yes
PGIDNB_06400,puhE,Putative photosynthetic complex assembly protein 2,ACXYSJ_06440,puhE,putative photosynthetic complex assembly protein PuhE,100,100,100,0.00E+00,731,yes,yes,yes
PGIDNB_06405,hemA,5-aminolevulinate synthase,ACXYSJ_06445,hemA,5-aminolevulinate synthase,100,100,100,0.00E+00,827,yes,yes,yes
PGIDNB_06410,,LysR family transcriptional regulator,ACXYSJ_06450,,LysR family transcriptional regulator,100,100,100,0.00E+00,646,yes,yes,yes
PGIDNB_06415,cbbL2,Ribulose bisphosphate carboxylase large chain 2,ACXYSJ_06455,,form I ribulose bisphosphate carboxylase large subunit,100,100,100,0.00E+00,1011,yes,yes,yes
PGIDNB_06420,rbcS,ribulose bisphosphate carboxylase small subunit,ACXYSJ_06460,,ribulose bisphosphate carboxylase small subunit,100,100,100,5.73E-107,298,yes,yes,yes
PGIDNB_06425,cbbX,CbbX protein,ACXYSJ_06465,cbbX,CbbX protein,100,100,100,0.00E+00,621,yes,yes,yes
PGIDNB_06430,menH,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxy late synthase MenH and related esterases, alpha/beta hydrolase fold",ACXYSJ_06470,,alpha/beta fold hydrolase,100,100,100,0.00E+00,521,yes,yes,yes
PGIDNB_06435,mET17,O-acetylhomoserine aminocarboxypropyltransferase,ACXYSJ_06475,,O-acetylhomoserine aminocarboxypropyltransferase,100,100,100,0.00E+00,871,yes,yes,yes
PGIDNB_06440,,Oligopeptidase B Serine peptidase MEROPS family S09A,ACXYSJ_06480,,S9 family peptidase,100,100,100,0.00E+00,1441,yes,yes,yes
PGIDNB_06445,dapA,dihydrodipicolinate synthase family protein,ACXYSJ_06485,,dihydrodipicolinate synthase family protein,100,100,100,0.00E+00,588,yes,yes,yes
PGIDNB_06450,,Carbon-monoxide dehydrogenase large subunit,ACXYSJ_06490,,xanthine dehydrogenase family protein molybdopterin-binding subunit,100,100,100,0.00E+00,1565,yes,yes,yes
PGIDNB_06455,,LemA family,ACXYSJ_06495,,LemA family protein,100,100,100,9.28E-152,416,yes,yes,yes
PGIDNB_06460,,TPM-phosphatase domain-containing protein,ACXYSJ_06500,,TPM domain-containing protein,100,100,100,0.00E+00,576,yes,yes,yes
PGIDNB_06465,,TPM-phosphatase domain-containing protein,ACXYSJ_06505,,TPM domain-containing protein,100,100,100,1.30E-119,332,yes,yes,yes
PGIDNB_06470,,glutathione S-transferase,ACXYSJ_06510,,glutathione S-transferase family protein,100,100,100,9.33E-155,424,yes,yes,yes
PGIDNB_06475,,hypothetical protein,ACXYSJ_06515,,hypothetical protein,100,100,100,0.00E+00,637,yes,yes,yes
PGIDNB_06480,,hypothetical protein,ACXYSJ_06520,,hypothetical protein,100,100,100,0.00E+00,1002,yes,yes,yes
PGIDNB_06485,,carnitine dehydratase,ACXYSJ_06525,,CaiB/BaiF CoA transferase family protein,100,100,100,0.00E+00,817,yes,yes,yes
PGIDNB_06490,,Bifunctional protein PutA,ACXYSJ_06530,putA,bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA,100,100,100,0.00E+00,2002,yes,yes,yes
PGIDNB_06495,,hypothetical protein,ACXYSJ_06535,,hypothetical protein,100,100,100,1.53E-162,444,yes,yes,yes
PGIDNB_06500,,hypothetical protein,ACXYSJ_06540,,hypothetical protein,100,100,100,2.95E-54,159,yes,yes,yes
PGIDNB_06505,,Ferredoxin,ACXYSJ_06545,,adenylate/guanylate cyclase domain-containing protein,100,100,100,0.00E+00,1194,yes,yes,yes
PGIDNB_06510,,Putative membrane protein,ACXYSJ_06550,,YcjF family protein,100,100,100,0.00E+00,719,yes,yes,yes
PGIDNB_06515,ycjX,amino acid regulated cytosolic protein,ACXYSJ_06555,,YcjX family protein,100,100,100,0.00E+00,986,yes,yes,yes
PGIDNB_06520,,DNA-binding protein,ACXYSJ_06560,trhA,PAQR family membrane homeostasis protein TrhA,100,100,100,6.11E-169,462,yes,yes,yes
PGIDNB_06525,fabG,short-chain dehydrogenase,ACXYSJ_06565,,SDR family oxidoreductase,100,100,100,0.00E+00,547,yes,yes,yes
PGIDNB_06530,mdlC,benzoylformate decarboxylase,ACXYSJ_06570,mdlC,benzoylformate decarboxylase,100,100,100,0.00E+00,1083,yes,yes,yes
PGIDNB_06535,,DUF2147 domain-containing protein,ACXYSJ_06575,,DUF2147 domain-containing protein,100,100,100,2.98E-90,254,yes,yes,yes
PGIDNB_06540,,protein dehydratase,ACXYSJ_06580,,FAS1-like dehydratase domain-containing protein,100,100,100,0.00E+00,590,yes,yes,yes
PGIDNB_06545,caiB,carnitine dehydratase,ACXYSJ_06585,,CaiB/BaiF CoA transferase family protein,100,100,100,0.00E+00,739,yes,yes,yes
PGIDNB_06550,caiA,acyl-CoA dehydrogenase,ACXYSJ_06590,,acyl-CoA dehydrogenase family protein,100,100,100,0.00E+00,813,yes,yes,yes
PGIDNB_06555,cypX,cytochrome P450,ACXYSJ_06595,,cytochrome P450,100,100,100,0.00E+00,872,yes,yes,yes
PGIDNB_06560,caiA,acyl-CoA dehydrogenase,ACXYSJ_06600,,isovaleryl-CoA dehydrogenase,100,100,100,0.00E+00,801,yes,yes,yes
PGIDNB_06565,,DUF2927 domain-containing protein,ACXYSJ_06605,,DUF2927 domain-containing protein,100,100,100,0.00E+00,561,yes,yes,yes
PGIDNB_06570,,ErfK/YbiS/YcfS/YnhG,ACXYSJ_06610,,"L,D-transpeptidase",100,100,100,2.98E-143,394,yes,yes,yes
PGIDNB_06575,,acetolactate synthase large subunit,ACXYSJ_06615,,acetolactate synthase large subunit,100,100,100,0.00E+00,1045,yes,yes,yes
PGIDNB_06580,,DUF5413 domain-containing protein,ACXYSJ_06620,,DUF5413 family protein,100,100,100,1.84E-104,291,yes,yes,yes
PGIDNB_06585,,hypothetical protein,ACXYSJ_06625,,hypothetical protein,100,100,100,1.94E-72,207,yes,yes,yes
PGIDNB_06590,,Uncharacterized conserved protein,ACXYSJ_06635,,DUF1254 domain-containing protein,100,99.59,100,0.00E+00,984,yes,yes,yes
PGIDNB_06600,,hypothetical protein,ACXYSJ_06645,,hypothetical protein,100,100,100,0.00E+00,837,yes,yes,yes
PGIDNB_06605,,DUF1134 domain-containing protein,ACXYSJ_06650,,DUF1134 domain-containing protein,100,100,100,2.32E-143,394,yes,yes,yes
PGIDNB_06610,,hypothetical protein,ACXYSJ_06655,,YHS domain-containing (seleno)protein,100,100,100,2.31E-122,338,yes,yes,yes
PGIDNB_06615,,"3'(2'),5'-bisphosphate nucleotidase CysQ",ACXYSJ_06660,,"3'(2'),5'-bisphosphate nucleotidase CysQ family protein",100,100,100,0.00E+00,544,yes,yes,yes
PGIDNB_06620,,histidine phosphotransferase,ACXYSJ_06665,chpT,histidine phosphotransferase ChpT,100,100,100,6.30E-161,440,yes,yes,yes
PGIDNB_06625,,hybrid sensor histidine kinase/response regulator,ACXYSJ_06670,,hybrid sensor histidine kinase/response regulator,100,100,100,0.00E+00,1855,yes,yes,yes
PGIDNB_06630,,CheW protein,ACXYSJ_06675,,chemotaxis protein CheW,100,100,100,2.89E-111,310,yes,yes,yes
PGIDNB_06635,cheY,two-component system response regulator,ACXYSJ_06680,,response regulator,100,100,100,8.21E-89,250,yes,yes,yes
PGIDNB_06640,cheB,Protein-glutamate methylesterase/protein-glutamine glutaminase,ACXYSJ_06685,,protein-glutamate methylesterase/protein-glutamine glutaminase,100,100,94.55,0.00E+00,728,yes,yes,yes
PGIDNB_06645,,Protein-glutamate O-methyltransferase,ACXYSJ_06690,,CheR family methyltransferase,100,100,100,0.00E+00,602,yes,yes,yes
PGIDNB_06650,ompR,DNA-binding response regulator,ACXYSJ_06695,ctrA,response regulator transcription factor CtrA,100,100,100,3.33E-172,470,yes,yes,yes
PGIDNB_06655,,hypothetical protein,ACXYSJ_06700,,hypothetical protein,100,100,100,1.98E-54,160,yes,yes,yes
PGIDNB_06665,fliJ,flagellar export protein FliJ,ACXYSJ_06710,fliJ,flagellar export protein FliJ,100,100,100,4.63E-97,272,yes,yes,yes
PGIDNB_06670,,RNA polymerase subunit sigma-70,ACXYSJ_06715,,sigma-70 family RNA polymerase sigma factor,100,100,100,4.07E-132,364,yes,yes,yes
PGIDNB_06675,,Anti-sigma-K factor RskA,ACXYSJ_06720,,anti-sigma factor,100,100,100,0.00E+00,594,yes,yes,yes
PGIDNB_06680,,hypothetical protein,ACXYSJ_06725,,hypothetical protein,100,100,100,1.99E-43,131,yes,yes,yes
PGIDNB_06685,,Flagellar biosynthesis protein FlhA,ACXYSJ_06730,flhA,flagellar biosynthesis protein FlhA,100,100,100,0.00E+00,1412,yes,yes,yes
PGIDNB_06690,,Major facilitator superfamily MFS_1,ACXYSJ_06735,,MFS transporter,100,100,97.59,0.00E+00,783,yes,yes,yes
PGIDNB_06700,,AAA-27 domain-containing protein,ACXYSJ_06745,,AAA family ATPase,100,100,100,0.00E+00,2221,yes,yes,yes
PGIDNB_06705,,Metallophosphoesterase,ACXYSJ_06750,,metallophosphoesterase family protein,100,100,100,0.00E+00,822,yes,yes,yes
PGIDNB_06710,,hypothetical protein,ACXYSJ_06755,,hypothetical protein,100,100,100,1.83E-26,87,yes,yes,yes
PGIDNB_06715,,DUF3095 domain-containing protein,ACXYSJ_06760,,DUF3095 domain-containing protein,100,100,100,0.00E+00,762,yes,yes,yes
PGIDNB_06720,,DUF2147 domain-containing protein,ACXYSJ_06765,,DUF2147 domain-containing protein,100,100,100,3.18E-107,299,yes,yes,yes
PGIDNB_06725,,putative multidrug resistance protein NorM,ACXYSJ_06770,,MATE family efflux transporter,100,98.49,100,0.00E+00,864,yes,yes,yes
PGIDNB_06730,araJ,MFS transporter,ACXYSJ_06775,,MFS transporter,100,100,100,0.00E+00,814,yes,yes,yes
PGIDNB_06735,sodA,Superoxide dismutase,ACXYSJ_06780,,superoxide dismutase,100,100,100,2.06E-148,407,yes,yes,yes
PGIDNB_06740,crcB,fluoride efflux transporter CrcB,ACXYSJ_06785,crcB,fluoride efflux transporter CrcB,100,100,100,6.96E-82,233,yes,yes,yes
PGIDNB_06745,,Competence/damage-inducible protein cinA,ACXYSJ_06790,,CinA family protein,100,100,100,6.71E-119,329,yes,yes,yes
PGIDNB_06750,,Acyl-CoA dehydrogenase-like,ACXYSJ_06795,,acyl-CoA dehydrogenase family protein,100,100,100,0.00E+00,1204,yes,yes,yes
PGIDNB_06755,,Autotransporter beta-domain,ACXYSJ_06800,,tyrosine-protein phosphatase,100,100,100,0.00E+00,1323,yes,yes,yes
PGIDNB_06760,,High-putative iron-sulfur protein,ACXYSJ_06805,,high-potential iron-sulfur protein,100,100,100,2.85E-66,191,yes,yes,yes
PGIDNB_06765,,hypothetical protein,ACXYSJ_06810,,cytochrome C,100,96.27,100,0.00E+00,1098,yes,yes,yes
PGIDNB_06770,,Putative outer membrane protein,ACXYSJ_06815,,outer membrane protein,100,100,100,2.12E-172,471,yes,yes,yes
PGIDNB_06775,,hypothetical protein,ACXYSJ_06820,,hypothetical protein,100,95.33,100,0.00E+00,541,yes,yes,yes
PGIDNB_06780,,acyl-CoA synthetase,ACXYSJ_06825,,acyl-CoA synthetase,100,100,100,0.00E+00,1067,yes,yes,yes
PGIDNB_06785,paaJ,Acetyl-CoA acetyltransferase,ACXYSJ_06835,,acetyl-CoA C-acetyltransferase,100,100,100,0.00E+00,802,yes,yes,yes
PGIDNB_06790,,TetR family transcriptional regulator,ACXYSJ_06840,,TetR family transcriptional regulator,100,100,100,1.51E-171,468,yes,yes,yes
PGIDNB_06795,,hypothetical protein,ACXYSJ_06845,,hypothetical protein,100,100,100,1.36E-25,84.7,yes,yes,yes
PGIDNB_06800,fabG,3-hydroxyacyl-CoA dehydrogenase,ACXYSJ_06850,,SDR family NAD(P)-dependent oxidoreductase,100,100,100,0.00E+00,503,yes,yes,yes
PGIDNB_06805,,enoyl-CoA hydratase,ACXYSJ_06855,,enoyl-CoA hydratase/isomerase family protein,100,100,100,0.00E+00,539,yes,yes,yes
PGIDNB_06810,,AMP-dependent synthetase and ligase,ACXYSJ_06860,,AMP-binding protein,100,99.21,100,0.00E+00,1279,yes,yes,yes
PGIDNB_06815,caiA,acyl-CoA dehydrogenase,ACXYSJ_06865,,acyl-CoA dehydrogenase family protein,100,100,100,0.00E+00,762,yes,yes,yes
PGIDNB_06820,caiA,acyl-CoA dehydrogenase,ACXYSJ_06870,,acyl-CoA dehydrogenase,100,100,100,0.00E+00,855,yes,yes,yes
PGIDNB_06825,caiA,acyl-CoA dehydrogenase,ACXYSJ_06875,,acyl-CoA dehydrogenase,100,100,100,0.00E+00,847,yes,yes,yes
PGIDNB_06830,,Nitroreductase,ACXYSJ_06880,,nitroreductase,100,100,100,5.07E-176,479,yes,yes,yes
PGIDNB_06835,,Enoyl-CoA hydratase/isomerase,ACXYSJ_06885,,enoyl-CoA hydratase/isomerase family protein,100,100,100,0.00E+00,523,yes,yes,yes
PGIDNB_06840,,cyclic nucleotide-binding protein,ACXYSJ_06890,,Crp/Fnr family transcriptional regulator,100,100,100,1.18E-169,463,yes,yes,yes
PGIDNB_06845,,hypothetical protein,ACXYSJ_06895,,DUF6537 domain-containing protein,100,100,100,0.00E+00,582,yes,yes,yes
PGIDNB_06850,,DUF3307 domain-containing protein,ACXYSJ_06900,,DUF3307 domain-containing protein,99.25,98.53,100,5.15E-95,267,yes,yes,yes
PGIDNB_06855,,hypothetical protein,ACXYSJ_06905,,hypothetical protein,100,100,100,4.99E-93,261,yes,yes,yes
PGIDNB_06860,,hypothetical protein,ACXYSJ_06910,,hypothetical protein,100,100,100,2.18E-98,275,yes,yes,yes
PGIDNB_06865,,Putative zinc- or iron-chelating domain-containing protein,ACXYSJ_06915,,YkgJ family cysteine cluster protein,100,100,100,1.94E-76,218,yes,yes,yes
PGIDNB_06870,alkB,DNA oxidative demethylase AlkB,ACXYSJ_06920,alkB,DNA oxidative demethylase AlkB,100,100,100,1.95E-160,439,yes,yes,yes
PGIDNB_06875,,Na+/melibiose symporter,ACXYSJ_06925,,MFS transporter,100,100,100,0.00E+00,795,yes,yes,yes
PGIDNB_06880,,hypothetical protein,ACXYSJ_06930,,thiamine pyrophosphate-dependent enzyme,100,100,100,0.00E+00,1088,yes,yes,yes
PGIDNB_06885,ycgM,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",ACXYSJ_06935,,fumarylacetoacetate hydrolase family protein,100,100,100,0.00E+00,593,yes,yes,yes
PGIDNB_06890,hpaD,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",ACXYSJ_06940,hpaD,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",100,100,100,0.00E+00,669,yes,yes,yes
PGIDNB_06895,hpaE,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,ACXYSJ_06945,hpaE,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,100,100,100,0.00E+00,1060,yes,yes,yes
PGIDNB_06900,,5-carboxymethyl-2-hydroxymuconate isomerase,ACXYSJ_06950,,5-carboxymethyl-2-hydroxymuconate isomerase,100,100,100,1.18E-95,268,yes,yes,yes
PGIDNB_06905,hpaH,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",ACXYSJ_06955,hpaH,"2-oxo-hept-4-ene-1,7-dioate hydratase",100,100,100,0.00E+00,545,yes,yes,yes
PGIDNB_06910,hpaR,homoprotocatechuate degradation operon regulator HpaR,ACXYSJ_06960,hpaR,homoprotocatechuate degradation operon regulator HpaR,100,100,88.41,4.65E-102,286,yes,yes,yes
PGIDNB_06915,allD,malate/lactate/ureidoglycolate dehydrogenase,ACXYSJ_06965,,malate/lactate/ureidoglycolate dehydrogenase,100,89.14,100,0.00E+00,723,yes,yes,yes
PGIDNB_06920,,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",ACXYSJ_06970,,HpcH/HpaI aldolase family protein,100,100,100,0.00E+00,533,yes,yes,yes
PGIDNB_06925,,IMP dehydrogenase,ACXYSJ_06975,,transglutaminase family protein,100,100,100,0.00E+00,2252,yes,yes,yes
PGIDNB_06930,,Circularly permuted ATP-grasp type 2,ACXYSJ_06980,,circularly permuted type 2 ATP-grasp protein,100,100,100,0.00E+00,1653,yes,yes,yes
PGIDNB_06935,,transglutaminase,ACXYSJ_06985,,transglutaminase family protein,100,100,100,0.00E+00,592,yes,yes,yes
PGIDNB_06940,,histidine kinase,ACXYSJ_06990,,cache domain-containing protein,100,91.39,100,1.54E-98,276,yes,yes,yes
PGIDNB_06945,,methyl-accepting chemotaxis protein,ACXYSJ_06995,,methyl-accepting chemotaxis protein,100,99.3,100,0.00E+00,1112,yes,yes,yes
PGIDNB_06950,hpnP,Hopanoid C-2 methylase,ACXYSJ_07000,hpnP,hopanoid C-2 methylase,100,100,100,0.00E+00,1096,yes,yes,yes
PGIDNB_06955,,RND transporter,ACXYSJ_07005,,efflux RND transporter permease subunit,100,100,100,0.00E+00,1566,yes,yes,yes
PGIDNB_06960,,hypothetical protein,ACXYSJ_07010,,hypothetical protein,100,100,100,6.42E-118,327,yes,yes,yes
PGIDNB_06965,,hypothetical protein,ACXYSJ_07020,,hypothetical protein,100,100,100,1.58E-56,165,yes,yes,yes
PGIDNB_06970,hpnC,squalene synthase HpnC,ACXYSJ_07025,hpnC,squalene synthase HpnC,100,100,100,0.00E+00,599,yes,yes,yes
PGIDNB_06975,hpnD,presqualene diphosphate synthase HpnD,ACXYSJ_07030,hpnD,presqualene diphosphate synthase HpnD,100,100,100,0.00E+00,558,yes,yes,yes
PGIDNB_06980,hpnE,hydroxysqualene dehydroxylase HpnE,ACXYSJ_07035,hpnE,hydroxysqualene dehydroxylase HpnE,100,100,100,0.00E+00,834,yes,yes,yes
PGIDNB_06985,shc,squalene--hopene cyclase,ACXYSJ_07040,shc,squalene--hopene cyclase,100,100,100,0.00E+00,1342,yes,yes,yes
PGIDNB_06990,,phosphorylase,ACXYSJ_07045,,phosphorylase,100,100,100,5.58E-175,478,yes,yes,yes
PGIDNB_06995,hpnH,adenosyl-hopene transferase HpnH,ACXYSJ_07050,hpnH,adenosyl-hopene transferase HpnH,100,100,100,0.00E+00,806,yes,yes,yes
